,Reviews,Sentiment,Overall Sentiment
1933,17. Very good service and quality food. Keep up the service and increase the space. Loved the chicken. Very spicy and gud. Loved it. Keep it up,"{'neg': 0.0, 'neu': 0.219, 'pos': 0.781, 'compound': 0.8934}",Positive
1934,18. wasn't that good in taste,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",Positive
1935,"19. Been here quite a few times, Although its not spacious but the food is good yet healthy.. all fresh Vegetarianism are used.. if anybody wants to grab something quick and healthy, they could definetly go for their Vegetarianism stuff burgers...","{'neg': 0.0, 'neu': 0.33, 'pos': 0.67, 'compound': 0.8801}",Positive
1936,20. Ordered through swiggy. Two non Vegetarian subs. One was chicken tandoori other was grilled chicken sub. Taste wise amazing. Subway has always been one of my favourite places. Will surely order again,"{'neg': 0.0, 'neu': 0.544, 'pos': 0.456, 'compound': 0.7717}",Positive
1937,21. It's always one of my frequent hangout place with tuna sandwich being my favourite. It's my favourite place whenever I am on mood for a sandwich or salad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
1938,"22. The order placed for home delivery was misplaced-- & different materials were delivered ,- with no Intention of rectifying the mistake. The delivery boy was not having any clue on how to solve the problem","{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.34}",Negative
1939,"23. very bad , what was this I mean , it was cold and even paneer was so cold , I have never eaten this bad from subway , I have to throw it at the end","{'neg': 0.5, 'neu': 0.5, 'pos': 0.0, 'compound': -0.7906}",Negative
1940,24. Nice place. Pocket friendly. Make your choices wisely otherwise u may end up making ur sub horrible. A little bit of onion fresh cu cumber with chilli sauce thats a safechoice. Staff is friendly.,"{'neg': 0.137, 'neu': 0.313, 'pos': 0.549, 'compound': 0.8598}",Positive
1941,"25. it's was not good, sauce was very less and not prepared nice","{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5859}",Positive
1942,26. Most disappointed with the food.. Ordered it online like 30mins ago and arrived 5mins ago. What i found is like some kid made sandwich. Cold.. Really? Did u just send me some leftover? U can see my reviews on other restro and food corner where this be the worst.. Now i know what there is less subways in this country. p.s. no sign of extra cheese too,"{'neg': 0.194, 'neu': 0.806, 'pos': 0.0, 'compound': -0.6249}",Negative
1943,"27. I thought that the food they serve was great. It lives up to its mark of being healthy and tasty. They can certainly add more varieties of products other than subs. Also more chicken and paneer pieces should be given in the respective subs. Other than that those complaining about taste, this is a healthy food outlet which is very famous abroad for its delicious fresh taste. I have also had these subs while in Hong Kong. They are always very good. People just need to change their ideas about taste.","{'neg': 0.049, 'neu': 0.302, 'pos': 0.648, 'compound': 0.9674}",Positive
1944,"28. One of the last 2 remaining Subway outlets in the city (the one at Lachit Nagar closed down), this iteration is located adjacent to South Coast restaurant at Walford area. Small yet compact, it has a seating capacity of about 20-25 people. This was my first time here and I felt underwhelmed - due to lack of bread, I couldn't taste their world famous 'subs' right there. I had to settle for a wrap - Chicken Strips. Tasted okay although I did expect more 'taste'. All in all, a place that is perfect if you want to spend some quiet peaceful time or indulge in conversations with your loved one. All the best.","{'neg': 0.0, 'neu': 0.536, 'pos': 0.464, 'compound': 0.9531}",Positive
1945,29. A well maintained place at the heart of the city with healthy and affordable food. Sub of the day are pocket friendly. Place is small but the interior is well managed. Recommendation: Cookies..,"{'neg': 0.0, 'neu': 0.331, 'pos': 0.669, 'compound': 0.8442}",Positive
1946,30. One place for all the sandwich lovers Pocket friendly and amazing taste Now that they have started home delivering as well it just got even better,"{'neg': 0.0, 'neu': 0.2, 'pos': 0.8, 'compound': 0.9001}",Positive
1947,"31. Visited these place , last week , it was kind of okay okay .......food was good too , i liked these place as it provide a great view of the traffic and the place was kind of relaxing type as it was not that overcrowded.","{'neg': 0.0, 'neu': 0.188, 'pos': 0.812, 'compound': 0.9186}",Positive
1948,"I think, the Subway trend has not yet caught Guwahati people.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
1949,33. One of the good place to have subs.. Offer variety of subs there.. but I won't say it the best.....,"{'neg': 0.0, 'neu': 0.22, 'pos': 0.78, 'compound': 0.7964}",Positive
1950,I had chicken tandoori sub there.. it was good,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",Positive
1951,34. It s on the first floor first which is one disadvantage .. place is okay I went 2 times only .. not much of crowd I have seen .. it s a okay outlet,"{'neg': 0.0, 'neu': 0.678, 'pos': 0.322, 'compound': 0.2263}",Positive
1952,35. Unplanned visited this place after a long time. And I realised that I have been actually missing this big bites. Lovely as usual. I had a sub and on the very next day tried another salad. Both were too juicy and crunchy. I would like to keep on moving on with this.,"{'neg': 0.113, 'neu': 0.564, 'pos': 0.323, 'compound': 0.6249}",Positive
1953,"36. Very shameful to this subway franchise, I have ordered Vegetarian shami with premium chips. They have delivered at my place. these people have charges me extra for premium chips , but not added it in subway sandwich. After repeatedly calling them they have not responded. I think this is cheating & they should learn it","{'neg': 0.198, 'neu': 0.802, 'pos': 0.0, 'compound': -0.4939}",Negative
1954,37. Good but not the best.. But still you can go.. Price is reasonable.. But sometimes the stuffings are not fully cooked the rawness comes when you eat.. Not a lunch or dinner purpose restaurant.. Just a place for evening meet and all...,"{'neg': 0.0, 'neu': 0.53, 'pos': 0.47, 'compound': 0.7964}",Positive
1955,"38. One of the best places to have subs, offers a variety of bread, meat and toppings and you can choose your own. Some breads are not available sometime. A very underrated place though.","{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6369}",Positive
1956,"39. Probably one of the best fast food joint and probably the healthiest too. They make the sub in front of you and the process is very hygienic and healthy. You can either choose from the menu or make one yourself with the desired Vegetarianism, Meat and sauces. Great for when you don't want to splurge a lot but still want something tasty and healthy.","{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.936}",Positive
1957,"40. Subway... an awesome but under-rated food outlet in guwahati... subway serves the tastiest and a bit healthy 'burger'(I say it)..with the variety of Vegetarian n non Vegetarian items...both serve awesome burgers... we can customize the burger however we like...be it the bread, sauce or Vegetarianism... awesome ambience... quick service... good home delivery too... i recommend to those who didn't tried subway...try it...but you should select the sauce or Vegetarianism according to your taste bud.... mine experience is good... try yours","{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.9674}",Positive
1958,41. The location of the outlet itself makes it a bottom priority...where u have kfc and pizza hut nearby... Pushed myself to the place to taste the item they are specialized in with my mom and bro.... Mom was too hungry and what made us think to restaurant for once was u need to be very patient while ordering something....as they keep asking your combination for every single ingredient... So you need to be very perfect and to the point what your tongue wants to taste.... They have a long list of varieties  on the menu....but our combo didn t really work out well....the taste was superficial and didn t catch our minds.... Place is a bit congested....but ambiance is good....and in terms of the service the staff provide is quite pleasing,"{'neg': 0.0, 'neu': 0.589, 'pos': 0.411, 'compound': 0.9181}",Positive
1959,"42. One of my favourite restaurant chains for a long time, just love the place and also, given their unique menu in the city of Guwahati. My favourites are Tuna and Turkey and with extra mayonnaise and a bit of south west sauce. Would definitely recommend to all and also to experiment with the breads and sauces.","{'neg': 0.0, 'neu': 0.658, 'pos': 0.342, 'compound': 0.6369}",Positive
1960,"43. Subs are good to have, although the price is a tad bit on the high side. The customization option makes it the perfect joint for fitness freaks.","{'neg': 0.0, 'neu': 0.431, 'pos': 0.569, 'compound': 0.765}",Positive
1961,"44. Worthy price for a healthy sandwich or burger...Best thing is that everything can be customised here right from the bread and sauce type to the Vegetarianism.. Probably one of the joint that serves healthy food. Service was smart and good. Overall, a good place for reasonable and healthy food altogether.","{'neg': 0.0, 'neu': 0.297, 'pos': 0.703, 'compound': 0.9709}",Positive
1962,45. Taste is great just like the other subs I tasted in their different outlets.,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",Positive
1963,But service is a bit slow compared to other outlets I came across.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
1964,46. Perhaps I  will never go to subway again. I ordered chicken tandoori. I was expected it to be soft and light food but I really didn't expected it to be that much salty. It was too salty. I could barely finish half of it. Highly unprofessional staff.,"{'neg': 0.232, 'neu': 0.768, 'pos': 0.0, 'compound': -0.5154}",Negative
1965,"47. In a city overrun by fast food joints and takeaways, this place is heaven. Inexpensive, filling and tasty. What more could you ask for? If you want a great meal, get the Chicken Tikka with Honey Mustard, Sweet Onion, Barbeque and Southwest Sauce with all Vegetarian and make it a meal with a Double Chunk Cookie and Mountain Dew, the best combo ever","{'neg': 0.0, 'neu': 0.335, 'pos': 0.665, 'compound': 0.9423}",Positive
1966,48. Probably one of the healthiest fast food I've ever had. The best thing about it is that you can customize your own sandwich. From pickles and olives and other Vegetarianism to the freshly baked breads..and the cheese.. everything is beautifully crafted. Service was fast and gentle. Worthy price for a healthy sandwich.,"{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.9468}",Positive
1967,"49. We ordered Subway for lunch and they said it would take 1 hour and finally arrived 2:30mins later. The bread had soaked in all the sauces and was a bad experience. Subway as a brand has delivered well and that's why grown to a scale, but this GUWAHATI OUTLET IS TERRIBLE. Distracted and ill informed staff. Always under stocked when I have visited the outlet. Delivery is absolutely the worst delivery experience ever. You are in a service industry. Please have staff members who keep up with your brand image.","{'neg': 0.412, 'neu': 0.413, 'pos': 0.175, 'compound': -0.8089}",Negative
1968,50. Great sub .......like it .....thanks subway ......feeling truly healthy .n fresh ......just they need to improve the size of the loaf too small n make it more cheesy and saucy,"{'neg': 0.0, 'neu': 0.155, 'pos': 0.845, 'compound': 0.9371}",Positive
1969,1. Pizza was good but pathetic delivery standards,"{'neg': 0.487, 'neu': 0.132, 'pos': 0.382, 'compound': -0.2023}",Negative
1970,2. I ordered exotica pizza today. Delivery was given on time. But pizza was not fresh at all. Nor invoice was given with the delivery. Food was not warm/hot. Even taste was not up to the mark. I have ordered previously also through zomato but never had this experience.,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.3182}",Positive
1971,"3. It s a little expensive but it is always worth it . They have removed tiramisu from the menu , and I miss it a lot . Vegetarian pizzas are my favourite here .","{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.1621}",Positive
1972,4. The 99 pizza are not at all good to have . The higher range is more better,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.7003}",Positive
1973,5. Pizza and garlic bread always the best,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",Positive
1974,6. Pizza was good and delivery was very fast,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",Positive
1975,"7. Pizza hut is a place I'd always fantasize about when it comes to hunger..but when i visited there yesterday.. i found a change in the quality of pizza they provide.. it's more like a biscuit now rather than a pizza. I'm really disappointed. The two stars i gave is just for the strawberry shake. I'd give the pizza a 0 star. Such a horrible experience. I'd not think about if in my worst dream than pizza hut serves this kind of a pizza. I ordered the chicken sausage pizza, the chicken pieces were dry as hell. Yuck! Please change the quality of the pizza you serve or else you're going to lose a whole lot of customers.","{'neg': 0.419, 'neu': 0.581, 'pos': 0.0, 'compound': -0.9286}",Negative
1976,8. The service is its speciality and also the ambience is perfect . The interior is awesome and also the choice of songs is up to the mark . satisfied,"{'neg': 0.0, 'neu': 0.381, 'pos': 0.619, 'compound': 0.7579}",Positive
1977,9. Behaviour of staff was good,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",Positive
1978,10. The food as well as the ambience was soothing. Would love to visit again,"{'neg': 0.0, 'neu': 0.104, 'pos': 0.896, 'compound': 0.8225}",Positive
1979,11. really the pizza was so tasty and yummy,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
1980,12. Their pizzas are yummy and desserts are good too. Ambiance is nice and clean. Friendly staff. Good for satisfying one's pizza cravings,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.9477}",Positive
1981,"13. I guess this place is the oldest pizzeria in town because i remember my father used to always order home delivery from here. These days there are lots of places to have pizza's.so i would recommend them to keep more options like thin crust, family size pizza and upgrade the interior as well.,overall consistent taste in quality..prompt service","{'neg': 0.0, 'neu': 0.705, 'pos': 0.295, 'compound': 0.5574}",Positive
1982,"14. This outlet is situated in a good location so it's convenient for me and my family.we go here almost every weekend.very courteous staff,nice ambience,kid's friendly,since my kids are always restless.awesome pizza's","{'neg': 0.097, 'neu': 0.185, 'pos': 0.717, 'compound': 0.9241}",Positive
1983,15. I like pizzahut because its very good and they give good service,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.7003}",Positive
1984,And we get in time pizza and all pizza is very tasty and there work is very quick they response us quickly,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
1985,"16. Good food, Good service And ambience, This place has a good vibe whenever I go, And I always end up eating more than I need because the food is amazing. Most of my friends and I come here on weekends. And offers are very exciting too","{'neg': 0.0, 'neu': 0.203, 'pos': 0.797, 'compound': 0.9403}",Positive
1986,"17. I came here because I saw the advertisement outside which said 2pizza's starting at 99each. I ordered double cheese pizza, it was delicious... Very polite and helpful staff... They also gave me a coupon for next purchase.","{'neg': 0.0, 'neu': 0.629, 'pos': 0.371, 'compound': 0.7579}",Positive
1987,18. Pizzza is freshly made and the fact that you can replace toppings and customize it according .to your choice is amazing.it is situated in a good location .good place to chill out with friends,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.7003}",Positive
1988,19. I keep coming back to this place because of consistency and quality. my all time favourite is chicken supreme with extra chicken and cheese.iam a cheese lover and the amount of cheese they add is just perfect for me. Hostess are warm and cheerful and servers are helpful with the menu ..cosy laid-back place,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.8126}",Positive
1989,20. Today i've placed an order of Lebanese chicken cheese max pizza_it was my first experience..the services of all the staff members and the taste of pizza was incredibly amazing..every customer will always remember you all with your taste and services..hope you all do well.,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.8439}",Positive
1990,"21. I ordered white sauce creamy mushroom,which to my amazement was delicious. Good portion size I must say. Then I tried chicken supreme in cheese Max, again too good!! Service was quick and friendly. Overall fun experience","{'neg': 0.0, 'neu': 0.355, 'pos': 0.645, 'compound': 0.9136}",Positive
1991,22. Pizza is something which always makes me happy.so I particularly love the pizza here because the crust is soft and crispy unlike Domino's which is dry. The outlet here always have exciting offers so I love that too. the staff here are helpful with the menus too. if you love quality pizza then you must try here,"{'neg': 0.0, 'neu': 0.232, 'pos': 0.768, 'compound': 0.9755}",Positive
1992,23. We came to watch super30with my friends today and we were very hungry so we decided to go here as we saw the offer outside that said 2 pizza s starting at 99 each.we ordered two double cheese pizza in cheese max and also there was one more offer at 199 with two drinks and garlic bread sticks.we had our fill as the offers were pocket friendly for teenagers like us. service was quick and prompt. very friendly staff and nice ambience...we will be coming back soon pizzahut,"{'neg': 0.0, 'neu': 0.662, 'pos': 0.338, 'compound': 0.8481}",Positive
1993,24. Good location and good food.its a great place to have birthday parties...,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.872}",Positive
1994,"They have a lot of pocket friendly options too.The management is very good,both staff and managers. overall for the price andquality of pizza I will totally recommend this place to you.","{'neg': 0.0, 'neu': 0.184, 'pos': 0.816, 'compound': 0.8357}",Positive
1995,"25. The pizzas have always been really great at this place, but there's a lot to do in terms of sides. I ordered potato wedges and it was frankly inedible. Undercooked in certain places and almost burnt in others, it was horrible. Please do improve on those.","{'neg': 0.158, 'neu': 0.393, 'pos': 0.449, 'compound': 0.7103}",Positive
1996,27. Nice experience. I had Burger pizza and it was amazing.hope it goes well in the coming years. All my family members love pizza hut.,"{'neg': 0.0, 'neu': 0.134, 'pos': 0.866, 'compound': 0.9169}",Positive
1997,Love u piza hut,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6369}",Positive
1998,28. My favourite .pizza is margherita.and that also from pizza hut.they have never compromised on the quantity and quality.good service.friendly staff.,"{'neg': 0.557, 'neu': 0.443, 'pos': 0.0, 'compound': -0.6167}",Negative
1999,29. This is a good place to chill out with your friends after movie.food is amazing as always and staff are friendly and helpful.totally recommend this place,"{'neg': 0.0, 'neu': 0.097, 'pos': 0.903, 'compound': 0.9565}",Positive
2000,30. Nice place and there delivery is also good.Must visit with friends or family.Have tasty pizzas and beverages.I will recommend to visit the place rather than delivery,"{'neg': 0.0, 'neu': 0.26, 'pos': 0.74, 'compound': 0.886}",Positive
2001,"31. Love love love. Pizza hut has always been my favourite. Everything about this place is cool and nice. Food is always tasty. Topping, cheese, crust bla bla like everything is amazing. Bit expensive but I will earn and become rich and then always come to have pizza here. Hahaha.","{'neg': 0.0, 'neu': 0.35, 'pos': 0.65, 'compound': 0.9493}",Positive
2002,32. Yesterday was my birthday so we decided to visit Pizza Hut after movie.what really touched me was a complimentary brownie given to me by the managers there.they also took the time to sing a birthday song.i was really touched.food was awesome especially chicken wings.this place is very chilled and laidback.thankyou,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.4902}",Positive
2003,"33. When I think of pizza,this outlet is the one that always comes to my mind because this outlet according to me has the best pizza in terms of quality and flavour.They also have amazing team who are constantly giving excellent service to customers.totally recommend it","{'neg': 0.0, 'neu': 0.321, 'pos': 0.679, 'compound': 0.9509}",Positive
2004,34. This oultet is I guess the oldest pizzahut in town.its been so many years I have been visiting this place and the quality is still the same.no compromise in quality. The staff are very courteous and the management is extremely loyal towards old customers. my favourite pizza is chicken supreme with cheese max. until next time kudos,"{'neg': 0.0, 'neu': 0.599, 'pos': 0.401, 'compound': 0.7713}",Positive
2005,35. It was my first time visiting pizzahut. I had gone there after movie. The servers we're very helpful in helping me choose the menu. I opted for chicken supreme in cheese max as suggested by my server Darbesh. I'm glad I went with the choice because the taste is amazing!! I also had mojito blast to balance that extra cheese... Overall good experience... also they a wheel game where I got a 10%dis.fo next visit. Totally recommend this place.,"{'neg': 0.0, 'neu': 0.499, 'pos': 0.501, 'compound': 0.9643}",Positive
2006,36. Pizza hut has always been my favorite. The pizzas served here have amazing topping and are served fresh. I've ordered Tandoori paneer pizza and Belgian Choco shake.The taste is delicious and tasty. The prices are worth the food they serve. Had a good experience with it,"{'neg': 0.067, 'neu': 0.315, 'pos': 0.618, 'compound': 0.9325}",Positive
2007,37. Its a nice and cosy pizzeria with a neat ambiance and is one of the oldest ones in town. The service time is fair and the taste of the pizzas is also better than the other Pizza Hut's in the city. The quantity of toppings can be increased for the prices charged.,"{'neg': 0.09, 'neu': 0.251, 'pos': 0.658, 'compound': 0.8834}",Positive
2008,38. Pizza like Pizza Hut. Love their pizza. A bit on the expensive side but worth the money. The ultimate destination for pizza lovers. Impressive service too,"{'neg': 0.0, 'neu': 0.15, 'pos': 0.85, 'compound': 0.9062}",Positive
2009,39. Pizza Hut is an all time favourite. It serves the best pizza and garlic bread. It all serves some amazing desserts. The staffs in this outlet are very friendly. And it a must visit. At least one a month.,"{'neg': 0.0, 'neu': 0.309, 'pos': 0.691, 'compound': 0.9042}",Positive
2010,40. Pizza hut has always been my favourite. The pizzas over here are the best in terms of taste and toppings and cheese. The garlic bread sticks and potato wedges were also delicious but the chicken sausage pizza stole the thunder as always. The prices are worth the food they serve only the staff is less in this particular place and some are quite clumsy. Otherwise a good experience altogether,"{'neg': 0.0, 'neu': 0.536, 'pos': 0.464, 'compound': 0.918}",Positive
2011,"41. Margarita Was a nice choice, Pasta was also delicious, The Ambience here is so cool","{'neg': 0.0, 'neu': 0.235, 'pos': 0.765, 'compound': 0.7579}",Positive
2012,"Services here are quite better, This pizza_Planet is amazing.","{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}",Positive
2013,42. Lemon looks old from the fridge. There are some dusty particles in the glass too. Does not look like spice or black pepper. Ac is not cooling. Must be at 25'c. I was here for 30 mins & feeling the heat.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
2014,"43. First floor of Dona planet,the waiters are so friendly and helpful..The quantity and quality of the pizzas are amazing,they are so awesome in taste. The best pizzas I've ever tasted was here. Prices are also reasonable according to the quality and quantity they serve.Really worthed","{'neg': 0.0, 'neu': 0.279, 'pos': 0.721, 'compound': 0.959}",Positive
2015,"44. Pizza is good because it pizza hut man, but the employee are not too cooperative, nice place to hangout, environment is family friendly as well as couple friendly too.","{'neg': 0.0, 'neu': 0.123, 'pos': 0.877, 'compound': 0.9217}",Positive
2016,45. If u are real pizza hut store then why it's not showing in ur website..or is it Guwahati is a big village there is no internet connection bla bla..high charges..beware everyone,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
2017,46. It s a nice outlet inside the Dona planet .. service is good .. and you can get 10% discount if u have PVR movie ticket .. ambience is same as the other Pizza Hut outlets ... but it s good,"{'neg': 0.0, 'neu': 0.189, 'pos': 0.811, 'compound': 0.8225}",Positive
2018,47. Every items are good except the pizza.. prices are too high compared to others nd the taste is not that good compared to others but pasta was wow,"{'neg': 0.0, 'neu': 0.463, 'pos': 0.537, 'compound': 0.7003}",Positive
2019,48. This place serve one of the best pizzas in guwahati. I've ordered Vegetariangie italiano and classic cold coffee. The taste is delicious and tasty. Staff is very attentive excellent place to have pizza. They also have home delivery. Love the place will visit here again,"{'neg': 0.0, 'neu': 0.336, 'pos': 0.664, 'compound': 0.9501}",Positive
2020,"49. I've never honestly regretted going to pizza hut anywhere because they maintain a certain standard of service irrespective of the location, both the pizza huts in ghy are worth a visit especially for the chefs specials.","{'neg': 0.159, 'neu': 0.514, 'pos': 0.326, 'compound': 0.3815}",Positive
2021,"50. The first major pizza joint in the city,the place still delivers every time wherever we visit. It still delivers delicious pizzas and is situated in a great place,so u can grab a bite before/after catching a movie in Dona planet.","{'neg': 0.0, 'neu': 0.506, 'pos': 0.494, 'compound': 0.8316}",Positive
2022,1. Staff was polite,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Neutral
2023,2. They close at 12.. The timing info mentioned here is wrong and misguiding for people.,"{'neg': 0.508, 'neu': 0.492, 'pos': 0.0, 'compound': -0.4767}",Negative
2024,"4. Domino's is love. Happy to eat at. Only demerit was all that is on the menu is not available. We have to choose according to their choice ultimately, not ours.","{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.5719}",Positive
2025,"5. Dominos is my go to pizza place and I've always loved it. The pizza manias are my usual order because its tasty on your tongue, and easy on your pocket","{'neg': 0.0, 'neu': 0.469, 'pos': 0.531, 'compound': 0.7783}",Positive
2026,6. Compared to other dominoes outlets this one is the best in everything.,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6369}",Positive
2027,Takes less time to serve. Yummy pizzas and side dishes..Nice location. Though i don't get home delivery.,"{'neg': 0.0, 'neu': 0.446, 'pos': 0.554, 'compound': 0.7351}",Positive
2028,7. I ordered Non Vegetarian chicken sausage and it was yum..and the toppings was yum yum and the cheesy part was also satisfactory..had great fun. I enjoyed it,"{'neg': 0.0, 'neu': 0.377, 'pos': 0.623, 'compound': 0.872}",Positive
2029,"8. Delivery was quick, reached before time.","{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.1027}",Positive
2030,"9. Comparing it to the other outlets of the chain. Food was at par. Minus a star for the upkeep ot the outlet and minus one star for the time taken, took quite a time even when it was not crowded.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
2031,10. Best pizza corner in my locality and I personally rely on Domino's pizza because of the taste and the reliable price. I've visited here quite a lot times and always liked it,"{'neg': 0.0, 'neu': 0.524, 'pos': 0.476, 'compound': 0.8055}",Positive
2032,"11. Well, I went there cause it is near from my home. I also want to taste pizza after a very long time in alone . but the ambience they have given is quite spacious and staff were not that convincing to me. Overall if anyone want to just taste the dominos or who are going to dominos for the 1st time they can consider this place for outing. Thank you.","{'neg': 0.102, 'neu': 0.508, 'pos': 0.39, 'compound': 0.5688}",Positive
2033,12. There was very less topping chicken slices on pizza I am very disappointed. I didn't expected this from ur side as I m a frequent customer,"{'neg': 0.383, 'neu': 0.617, 'pos': 0.0, 'compound': -0.4767}",Negative
2034,13. This domino's outlet is a bit spacious than the others. Domino's is a nice place to try pizzas at reasonable prices. I go there very often as I find their pizzas tasty and it is a good place to hang out with friends.,"{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.6908}",Positive
2035,14. Delivery system is worst here. Total hypocrisy in the delivery system. There is no fixed rule for the delivery system. The discrimination in the delivery system is conspicuous.,"{'neg': 0.672, 'neu': 0.328, 'pos': 0.0, 'compound': -0.6249}",Negative
2036,15. It's another Domino's pizza outlet....best thing about this outlet is the space and location. It's quite spacious and neat. Pizzas and other items are almost similar. Service is on the slower side.,"{'neg': 0.0, 'neu': 0.401, 'pos': 0.599, 'compound': 0.8166}",Positive
2037,But overall acceptable standards of Domino's pizza outlet.,"{'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.3182}",Positive
2038,16. The service was very slow as compared to the other outlets. I enjoy having pizzas but this outlet wasn't up to the mark. It's a nice place but they can do better.,"{'neg': 0.0, 'neu': 0.149, 'pos': 0.851, 'compound': 0.6908}",Positive
2039,"17. Been to various outlet, but this outlet is nearest from my place. This outlet is spacious and service is also good. I am fan of chicken barbeque pizza and lava cake. Pizza mania combo with coke is worth a try. I do recommend it.","{'neg': 0.0, 'neu': 0.451, 'pos': 0.549, 'compound': 0.743}",Positive
2040,18. Nice place......and the service is also quiet well...But have to wait a lot.... Otherwise perfect for families day out..... Just starving for pizza and here you go..,"{'neg': 0.171, 'neu': 0.305, 'pos': 0.524, 'compound': 0.7003}",Positive
2041,"19. I'm very used to domino's pizzas but when yesterday I ordered two medium size pizzas,I noticed that the amount of toppings and cheese have lessen. I'm even upset about the taste too. I hope that this review helps to retrieve the taste of the pizzas back....","{'neg': 0.271, 'neu': 0.729, 'pos': 0.0, 'compound': -0.3818}",Negative
2042,20. I ordered for Loaded Vegetarian pizza mania and choco lava. The quality was not as per Dominos standard. The pizza base was not good and they sprinkled some stuff that resembles left over while frying pakoras.The taste of Choco lava cake was altered too. Overall the quality and taste was not as per Dominos standard.,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}",Positive
2043,21. Dominos pizza is my love...i have visited more than 50times.i love there barbeque pizza and chicken wings. the place where u can chill with ur friends..,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.8555}",Positive
2044,22. It's a nice place with very good staff. My nephew who is just 3 yrs old was delighted when they gave him balloons to play with on an otherwise cranky day for him.,"{'neg': 0.0, 'neu': 0.308, 'pos': 0.692, 'compound': 0.8402}",Positive
2045,"23. Don't have to say anything about this place. Just one word ""amazing"". I keep visiting there whenever i am upset , it makes me feel good about everything.","{'neg': 0.195, 'neu': 0.301, 'pos': 0.504, 'compound': 0.6249}",Positive
2046,24. A very big disappointment. dialled dominos pizza beltola branch for home delivery. the staff members were very rude in their tone and refused to deliver without giving us the reason for the same. and morever they just hang up while i was still asking them for details.,"{'neg': 0.413, 'neu': 0.397, 'pos': 0.19, 'compound': -0.4215}",Negative
2047,26. Just like any other Domino's outlet with the same menu but the service is different. A decent place to hangout with friends. Nothing special as such.,"{'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019}",Positive
2048,27. Service is very slow. Would recommend going to another outlet for hopes of better service.,"{'neg': 0.0, 'neu': 0.194, 'pos': 0.806, 'compound': 0.8074}",Positive
